vendor,name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas,url
Carrefour,Snacks de maíz sabor kétchup Grefusa 135 g.,1.70,23 g,495 Kcal,2075 KJ,1 g,65 g,6.2 g,https://www.carrefour.es/supermercado/snacks-de-maiz-sabor-ketchup-grefusa-135-g/R-VC4AECOMM-324474/p
Carrefour,Ensaladilla rusa 800 g,6.10,14 g,179 Kcal,741 KJ,1.2 g,7.8 g,4.8 g,https://www.carrefour.es/supermercado/ensaladilla-rusa-800-g/R-VC4AECOMM-552845/p
Carrefour,Pimiento del piquillo entero Carrefour 225 g.,1.12,0.5 g,47 Kcal,198 KJ,0.5 g,8.3 g,1.3 g,https://www.carrefour.es/supermercado/pimiento-del-piquillo-entero-carrefour-225-g/R-526539373/p
Carrefour,Cerveza Mahou Maestra Dunkel lager oscura botella 33 cl.,1.58,0 g,56 Kcal,235 KJ,0.02 g,4.5 g,0.6 g,https://www.carrefour.es/supermercado/cerveza-mahou-maestra-dunkel-lager-oscura-botella-33-cl/R-prod970898/p
Carrefour,Bifidus probiótico coco natural ecológico Naturgreen sin gluten y sin azúcar 400 g.,4.19,6.8 g,108.0 Kcal,449.0 KJ,0.03 g,9.7 g,0.8 g,https://www.carrefour.es/supermercado/bifidus-probiotico-coco-natural-ecologico-naturgreen-sin-gluten-y-sin-azucar-400-g/R-VC4AECOMM-171793/p
Carrefour,Refresco de naranja Tang sin gas en polvo 30 g.,0.90,0.1 g,11 Kcal,47 KJ,0.09 g,2.2 g,0.1 g,https://www.carrefour.es/supermercado/refresco-de-naranja-tang-sin-gas-en-polvo-30-g/R-529039384/p
Carrefour,Yogur desnatado sabor coco Carrefour Classic' sin azúcar añadido pack de 4 unidades de 125 g.,0.92,0.5 g,37 Kcal,155 KJ,0.15 g,4.9 g,4 g,https://www.carrefour.es/supermercado/yogur-desnatado-sabor-coco-carrefour-classic-sin-azucar-anadido-pack-de-4-unidades-de-125-g/R-VC4AECOMM-372829/p
Carrefour,Pizza quatrro formaggi Tradizionale 380 g,4.59,9.2 g,244 Kcal,1026 KJ,1 g,30 g,9.8 g,https://www.carrefour.es/supermercado/pizza-quatrro-formaggi-tradizionale-380-g/R-VC4AECOMM-622345/p
Carrefour,Varitas de pescado 450 g.,3.09,7.0 g,172.0 Kcal,720.0 KJ,0.9 g,15.1 g,11.6 g,https://www.carrefour.es/supermercado/varitas-de-pescado-450-g/R-564701792/p
Carrefour,Pechuga de pavo en lonchas El Pozo sin gluten 200 g,2.75,1 g,69.8 Kcal,295.4 KJ,1.8 g,0.7 g,14.5 g,https://www.carrefour.es/supermercado/pechuga-de-pavo-en-lonchas-el-pozo-sin-gluten-200-g/R-VC4AECOMM-710119/p
Carrefour,Magdalenas valenciana DulceSol sin aceite de palma 12 ud.,2.29,25.0 g,457.0 Kcal,1911.0 KJ,0.7 g,52.0 g,5.4 g,https://www.carrefour.es/supermercado/magdalenas-valenciana-dulcesol-sin-aceite-de-palma-12-ud/R-521007230/p
Carrefour,Kéfir líquido natural Nestlé 500 g.,1.99,1.5 g,44 Kcal,186 KJ,0.1 g,3.9 g,3.4 g,https://www.carrefour.es/supermercado/kefir-liquido-natural-nestle-500-g/R-prod630059/p
Carrefour,Gelatina sabor fresa jellies Carrefour sin gluten pack de 6 unidades de 100 g.,0.94,0 g,76 Kcal,323 KJ,0.2 g,19 g,0 g,https://www.carrefour.es/supermercado/gelatina-sabor-fresa-jellies-carrefour-sin-gluten-pack-de-6-unidades-de-100-g/R-fprod1180024/p
Carrefour,Chocolate con leche  Nestlé sin azúcar añadido 115 g.,2.29,32.6 g,478 Kcal,1981 KJ,0.15 g,55.1 g,6.6 g,https://www.carrefour.es/supermercado/chocolate-con-leche-nestle-sin-azucar-anadido-115-g/R-521004248/p
Carrefour,Chicles de menta suave Orbit White sin azúcar 64 g.,3.99,0 g,155.0 Kcal,647.0 KJ,0.06 g,64.7 g,0 g,https://www.carrefour.es/supermercado/chicles-de-menta-suave-orbit-white-sin-azucar-64-g/R-fprod1460367/p
Carrefour,Galletas de mantequilla con tableta de chocolate blanco Carrefour 150 g.,1.16,23 g,497 Kcal,2081 KJ,0.8 g,66 g,5.8 g,https://www.carrefour.es/supermercado/galletas-de-mantequilla-con-tableta-de-chocolate-blanco-carrefour-150-g/R-657801753/p
Carrefour,Harina de trigo sarraceno fina ecológica Sarchio sin gluten 500 g.,4.85,2.6 g,339 Kcal,1437 KJ,0.01 g,66 g,10.2 g,https://www.carrefour.es/supermercado/harina-de-trigo-sarraceno-fina-ecologica-sarchio-sin-gluten-500-g/R-prod460415/p
Carrefour,Cacahuete cubierto de chocolate blanco Conguitos sin gluten y sin aceite de palma 220 g.,3.35,32.6 g,541 Kcal,2259 KJ,0.12 g,49.7 g,10.8 g,https://www.carrefour.es/supermercado/cacahuete-cubierto-de-chocolate-blanco-conguitos-sin-gluten-y-sin-aceite-de-palma-220-g/R-700809084/p
Carrefour,Sándwich atún Carrefour 140 g,1.43,7.5 g,189.0 Kcal,793.0 KJ,0.9 g,17.4 g,11.9 g,https://www.carrefour.es/supermercado/sandwich-atun-carrefour-140-g/R-VC4AECOMM-676224/p
Carrefour,Mermelada de ciruela categoría extra Carrefour 410 g.,1.58,0 g,196 Kcal,833 KJ,0 g,48 g,0.5 g,https://www.carrefour.es/supermercado/mermelada-de-ciruela-categoria-extra-carrefour-410-g/R-521003426/p
Carrefour,Galletas de trigo espelta con chips de chocolate ecológico Cerealim Bio 250 g.,3.85,22 g,491 Kcal,2057 KJ,0.55 g,65 g,7.2 g,https://www.carrefour.es/supermercado/galletas-de-trigo-espelta-con-chips-de-chocolate-ecologico-cerealim-bio-250-g/R-VC4AECOMM-554241/p
Carrefour,Alubia blanca categoría extra Carrefour 1 kg.,1.85,2.0 g,289 Kcal,1210 KJ,0 g,33 g,20 g,https://www.carrefour.es/supermercado/alubia-blanca-categoria-extra-carrefour-1-kg/R-740822685/p
Carrefour,Fructosa Carrefour Classic' 750 g.,4.39,0 g,399 Kcal,1697 KJ,0 g,100 g,0 g,https://www.carrefour.es/supermercado/fructosa-carrefour-classic-750-g/R-818300507/p
Carrefour,Cola de caballo plus 3 en bolsitas Pompadour 20 ud.,2.99,0 g,1.0 Kcal,3.0 KJ,0 g,0.2 g,0 g,https://www.carrefour.es/supermercado/cola-de-caballo-plus-3-en-bolsitas-pompadour-20-ud/R-591401509/p
Carrefour,Leche condensada Nestlé La Lechera 450 g.,3.55,8.0 g,321 Kcal,1356 KJ,0.20 g,54.9 g,7.5 g,https://www.carrefour.es/supermercado/leche-condensada-nestle-la-lechera-450-g/R-521013211/p
Carrefour,Atún claro en aceite de oliva Classic Carrefour 73 g.,1.38,7.5 g,172.0 Kcal,720.0 KJ,1.5 g,0 g,26.0 g,https://www.carrefour.es/supermercado/atun-claro-en-aceite-de-oliva-classic-carrefour-73-g/R-prod600019/p
Carrefour,Queso mozzarella fresca light Toscanella Asturiana 100 g.,1.51,10.5 g,165 Kcal,686 KJ,1 g,1.5 g,16 g,https://www.carrefour.es/supermercado/queso-mozzarella-fresca-light-toscanella-asturiana-100-g/R-VC4AECOMM-617720/p
Carrefour,Tomate frito ecológico Orlando sin gluten 500 g.,3.69,3.1 g,69 Kcal,269 KJ,1.5 g,9.2 g,1.1 g,https://www.carrefour.es/supermercado/tomate-frito-ecologico-orlando-sin-gluten-500-g/R-prod270520/p
Carrefour,Albóndigas vegetales con tomate Revolugreen sin gluten sin lactosa 250 g.,3.59,7.6 g,143.0 Kcal,596.0 KJ,0.9 g,9.9 g,7.4 g,https://www.carrefour.es/supermercado/albondigas-vegetales-con-tomate-revolugreen-sin-gluten-sin-lactosa-250-g/R-VC4AECOMM-025467/p
Carrefour,Carne de Mejillon cocido 80/120 Classic´ Carrefour 400 g.,3.45,1.7 g,99 Kcal,418 KJ,0.55 g,5.5 g,15.3 g,https://www.carrefour.es/supermercado/carne-de-mejillon-cocido-80-120-classic-carrefour-400-g/R-522714764/p
Carrefour,Crema natural de gamba y rape Aneto sin gluten y sin lactosa brik de 500 ml.,5.09,3.2 g,43 Kcal,179 KJ,0.91 g,2.0 g,1.3 g,https://www.carrefour.es/supermercado/crema-natural-de-gamba-y-rape-aneto-sin-gluten-y-sin-lactosa-brik-de-500-ml/R-VC4AECOMM-307619/p
Carrefour,Bloque de helado de turrón Carrefour 520 g.,2.59,11 g,222 Kcal,930 KJ,0.16 g,28 g,3.3 g,https://www.carrefour.es/supermercado/bloque-de-helado-de-turron-carrefour-520-g/R-fprod1320105/p
Carrefour,Alioli suave Prima sin gluten envase 260 ml.,2.99,72 g,654 Kcal,2692 KJ,0.7 g,2.5 g,0.7 g,https://www.carrefour.es/supermercado/alioli-suave-prima-sin-gluten-envase-260-ml/R-546307088/p
Carrefour,Coles de Bruselas Carrefour 450 g.,1.55,1.3 g,44.0 Kcal,185.0 KJ,0.03 g,2.5 g,3.5 g,https://www.carrefour.es/supermercado/coles-de-bruselas-carrefour-450-g/R-521031628/p
Carrefour,Pasta Trecce Selección 1946 Gallo 450 g.,1.67,2 g,344 Kcal,1458 KJ,0.03 g,66 g,14 g,https://www.carrefour.es/supermercado/pasta-trecce-seleccion-1946-gallo-450-g/R-VC4AECOMM-059557/p
Carrefour,Rollitos primavera Carrefour 225 g.,1.17,2.3 g,104 Kcal,436 KJ,1.0 g,17 g,3.1 g,https://www.carrefour.es/supermercado/rollitos-primavera-carrefour-225-g/R-600804476/p
Carrefour,Salsa barbacoa Cero Prima sin gluten y sin azúcar añadido envase 265 g.,2.69,0 g,37 Kcal,157 KJ,2.5 g,6.4 g,2.3 g,https://www.carrefour.es/supermercado/salsa-barbacoa-cero-prima-sin-gluten-y-sin-azucar-anadido-envase-265-g/R-prod393252/p
Carrefour,Leche fermentada líquida natural Danone Danacol sin gluten y sin azúcar añadido pack de 14 unidades de 100 g.,8.55,1.1 g,43.0 Kcal,181.0 KJ,0.14 g,4.2 g,3.2 g,https://www.carrefour.es/supermercado/leche-fermentada-liquida-natural-danone-danacol-sin-gluten-y-sin-azucar-anadido-pack-de-14-unidades-de-100-g/R-759007987/p
Carrefour,Yogur sabor vainilla con estrellitas chocolateadas Pop'n Croc Carrefour pack de 2 unidades de 125 g.,1.10,4.9 g,135 Kcal,568 KJ,0.12 g,17.7 g,4.3 g,https://www.carrefour.es/supermercado/yogur-sabor-vainilla-con-estrellitas-chocolateadas-popn-croc-carrefour-pack-de-2-unidades-de-125-g/R-VC4AECOMM-102473/p
Carrefour,Azúcar moreno de caña especial postres Azucarera doy pack 750 g.,2.69,0 g,380 Kcal,1615 KJ,0 g,95 g,0 g,https://www.carrefour.es/supermercado/azucar-moreno-de-cana-especial-postres-azucarera-doy-pack-750-g/R-prod971626/p
Carrefour,Queso tierno El Ventero 980 g,19.45,32 g,376 Kcal,1558 KJ,1.4 g,1 g,21 g,https://www.carrefour.es/supermercado/queso-tierno-el-ventero-980-g/R-VC4AECOMM-685568/p
Carrefour,Setas nameko al natural Sensation Carrefour 180 g.,2.09,0 g,18 Kcal,75 KJ,0.5 g,2.4 g,1.1 g,https://www.carrefour.es/supermercado/setas-nameko-al-natural-sensation-carrefour-180-g/R-VC4AECOMM-110443/p
Carrefour,Queso fresco protein plus Burgo de Arias pack 3 unidades de 70 g.,3.05,3.0 g,97.0 Kcal,410.0 KJ,1.0 g,4.0 g,14.0 g,https://www.carrefour.es/supermercado/queso-fresco-protein-plus-burgo-de-arias-pack-3-unidades-de-70-g/R-VC4AECOMM-154444/p
Carrefour,Tallarines carbonara Extra Carrefour 190 g.,1.60,5.6 g,366.0 Kcal,1546.0 KJ,2.8 g,66.0 g,12.0 g,https://www.carrefour.es/supermercado/tallarines-carbonara-extra-carrefour-190-g/R-VC4AECOMM-308496/p
Carrefour,Café frappuccino vainilla Starbucks 250 ml,2.65,1.2 g,57 Kcal,242 KJ,0.09 g,8.8 g,2.8 g,https://www.carrefour.es/supermercado/cafe-frappuccino-vainilla-starbucks-250-ml/R-716101867/p
Carrefour,Pizza USA burguer Carrefour 460 g,4.75,10.8 g,267.0 Kcal,1122.0 KJ,1.6 g,33.0 g,9.8 g,https://www.carrefour.es/supermercado/pizza-usa-burguer-carrefour-460-g/R-VC4AECOMM-185031/p
Carrefour,Postre lácteo de proteínas líquido desnatado sabor chocolate Danone Yopro sin gluten 250 ml.,1.63,0.3 g,47 Kcal,197 KJ,0.10 g,5.1 g,6 g,https://www.carrefour.es/supermercado/postre-lacteo-de-proteinas-liquido-desnatado-sabor-chocolate-danone-yopro-sin-gluten-250-ml/R-VC4AECOMM-138139/p
Carrefour,Bebida de fruta melocotón sin azúcar añadido Juver-disfruta pack de 6 brik de 20 cl.,3.25,0.1 g,23 Kcal,99 KJ,0.025 g,4.8 g,0.3 g,https://www.carrefour.es/supermercado/bebida-de-fruta-melocoton-sin-azucar-anadido-juver-disfruta-pack-de-6-brik-de-20-cl/R-520660862/p
Carrefour,Vino blanco brik 1 l.,0.85,0.50 g,70 Kcal,290 KJ,0.018 g,0.50 g,1 g,https://www.carrefour.es/supermercado/vino-blanco-brik-1-l/R-prod880829/p
Carrefour,Espárragos blancos 8/12 Carretilla 325 g.,5.65,0.3 g,17 Kcal,71 KJ,0.87 g,2.5 g,0.8 g,https://www.carrefour.es/supermercado/esparragos-blancos-8-12-carretilla-325-g/R-521006064/p
Carrefour,Caramelos de goma Favoritos Haribo 275 g.,3.39,0.5 g,334 Kcal,1420 KJ,0.07 g,80 g,4.4 g,https://www.carrefour.es/supermercado/caramelos-de-goma-favoritos-haribo-275-g/R-621101723/p
Carrefour,Café soluble cappuccino vainilla Extra Carrefour 310 g.,3.59,0.6 g,47 Kcal,200 KJ,0.06 g,9.2 g,1.1 g,https://www.carrefour.es/supermercado/cafe-soluble-cappuccino-vainilla-extra-carrefour-310-g/R-prod1060087/p
Carrefour,Almendra tostada Simpl 200 g.,2.30,53 g,667 Kcal,2763 KJ,1.6 g,21 g,21 g,https://www.carrefour.es/supermercado/almendra-tostada-simpl-200-g/R-608100997/p
Carrefour,El Hayedo 2021,5.19,0.1 g,74 Kcal,307 KJ,0.01 g,1.3 g,0.2 g,https://www.carrefour.es/supermercado/vino-blanco-tempranillo-blanco-ecologico-el-hayedo-doca-rioja-75-cl/R-VC4AECOMM-424370/p
Carrefour,Queso latino Goya 300 g.,4.45,19 g,251 Kcal,1050 KJ,1.9 g,2 g,18 g,https://www.carrefour.es/supermercado/queso-latino-goya-300-g/R-VC4AECOMM-686690/p
Carrefour,Monster Juiced Bebida Energética Limonada lata 50 cl.,1.79,0 g,42.0 Kcal,177.0 KJ,0.08 g,11.0 g,0 g,https://www.carrefour.es/supermercado/monster-juiced-bebida-energetica-limonada-lata-50-cl/R-prod971599/p
Carrefour,Paella marinera Carretilla sin gluten sin aceite de palma 250 g.,3.25,9.4 g,182 Kcal,763 KJ,1.40 g,19.3 g,4.9 g,https://www.carrefour.es/supermercado/paella-marinera-carretilla-sin-gluten-sin-aceite-de-palma-250-g/R-529039504/p
Carrefour,Salchichón ibérico Gran Selección Navidul sin gluten 100 g.,2.65,36 g,436 Kcal,1804 KJ,4 g,4 g,24 g,https://www.carrefour.es/supermercado/salchichon-iberico-gran-seleccion-navidul-sin-gluten-100-g/R-VC4AECOMM-709707/p
Carrefour,Anchoas en aceite de oliva Consorcio 53 g.,7.69,11.0 g,213.0 Kcal,893.0 KJ,13.0 g,0.6 g,28.0 g,https://www.carrefour.es/supermercado/anchoas-en-aceite-de-oliva-consorcio-53-g/R-521006377/p
Carrefour,Tortillas de máiz y arroz Mission sin gluten 216 g.,3.09,9 g,290 Kcal,1216 KJ,1.8 g,45 g,3.8 g,https://www.carrefour.es/supermercado/tortillas-de-maiz-y-arroz-mission-sin-gluten-216-g/R-VC4AECOMM-377584/p
Carrefour,"Tomate frito con pimiento asado, cebolla y aceite de oliva virgen extra Orlando sin gluten 495 g.",2.79,4.7 g,91 Kcal,381 KJ,0.75 g,9.9 g,1.6 g,https://www.carrefour.es/supermercado/tomate-frito-con-pimiento-asado-cebolla-y-aceite-de-oliva-virgen-extra-orlando-sin-gluten-495-g/R-VC4AECOMM-264563/p
Carrefour,Pan rallado Carrefour Classic sin gluten y sin lactosa 200 g.,1.25,3 g,392 Kcal,1659 KJ,1.3 g,86 g,6 g,https://www.carrefour.es/supermercado/pan-rallado-carrefour-classic-sin-gluten-y-sin-lactosa-200-g/R-VC4AECOMM-645751/p
Carrefour,Mostaza a la antigua Maille tarro 210 g.,4.09,10 g,180 Kcal,730 KJ,5.2 g,9 g,7 g,https://www.carrefour.es/supermercado/mostaza-a-la-antigua-maille-tarro-210-g/R-521029221/p
Carrefour,Kéfir suave y natural ecológico Casa Grande de Xanceda sin gluten pack de 2 unidades de 125 g.,1.99,5.0 g,79.7 Kcal,332.7 KJ,0.09 g,3.8 g,4.2 g,https://www.carrefour.es/supermercado/kefir-suave-y-natural-ecologico-casa-grande-de-xanceda-sin-gluten-pack-de-2-unidades-de-125-g/R-VC4AECOMM-476820/p
Carrefour,Tarrito de potaje de alubias y verduras desde 8 meses Hero Baby sin gluten pack de 2 unidades de 190 g.,2.99,2.8 g,74 Kcal,310 KJ,0.04 g,8.6 g,2.2 g,https://www.carrefour.es/supermercado/tarrito-de-potaje-de-alubias-y-verduras-desde-8-meses-hero-baby-sin-gluten-pack-de-2-unidades-de-190-g/R-VC4AECOMM-079316/p
Carrefour,Queso en loncha tierno light en lonchas Carrefour 200 g.,3.49,18 g,280 Kcal,1168 KJ,1 g,0.7 g,29 g,https://www.carrefour.es/supermercado/queso-en-loncha-tierno-light-en-lonchas-carrefour-200-g/R-784418084/p
Carrefour,Magro de cerdo marinado adobado Carrefour 500 g,4.10,5.27 g,126 Kcal,528.7 KJ,1.06 g,0.90 g,19.01 g,https://www.carrefour.es/supermercado/magro-de-cerdo-marinado-adobado-carrefour-500-g/R-prod810342/p
Carrefour,Galletas María Fontaneda 800 g.,3.29,11 g,437 Kcal,1841 KJ,0.84 g,76 g,7.6 g,https://www.carrefour.es/supermercado/galletas-maria-fontaneda-800-g/R-530363078/p
Carrefour,Regañás con pipas de girasol Classic Carrefour 80 g.,1.70,15.0 g,442.0 Kcal,1857.0 KJ,1.5 g,64.0 g,11.0 g,https://www.carrefour.es/supermercado/reganas-con-pipas-de-girasol-classic-carrefour-80-g/R-VC4AECOMM-071533/p
Carrefour,Galletas infantiles Hero Baby sin gluten 150 g.,2.69,14 g,456 Kcal,1919 KJ,0.20 g,81 g,1.1 g,https://www.carrefour.es/supermercado/galletas-infantiles-hero-baby-sin-gluten-150-g/R-VC4AECOMM-543500/p
Carrefour,Batido de cacao Cacaolat sin gluten botella 1 l.,2.49,1.5 g,67.0 Kcal,280.0 KJ,0.12 g,10.7 g,2.7 g,https://www.carrefour.es/supermercado/batido-de-cacao-cacaolat-sin-gluten-botella-1-l/R-521034566/p
Carrefour,Tomate frito con aceite de oliva virgen extra Orlando sin gluten pack de 3 briks de 212 g.,3.35,3.6 g,72 Kcal,300 KJ,1.5 g,8.1 g,1.2 g,https://www.carrefour.es/supermercado/tomate-frito-con-aceite-de-oliva-virgen-extra-orlando-sin-gluten-pack-de-3-briks-de-212-g/R-526539423/p
Carrefour,Salsa de chile picante Sriracha Go-Tan botella 215 ml.,3.59,1.0 g,89.0 Kcal,375.0 KJ,9.1 g,15.9 g,3.1 g,https://www.carrefour.es/supermercado/salsa-de-chile-picante-sriracha-go-tan-botella-215-ml/R-VC4AECOMM-486054/p
Carrefour,Alubias con verduras Classic Carrefour sin gluten 430 g.,1.16,0.8 g,76 Kcal,322 KJ,0.8 g,11 g,4.3 g,https://www.carrefour.es/supermercado/alubias-con-verduras-classic-carrefour-sin-gluten-430-g/R-VC4AECOMM-128384/p
Carrefour,Garbanzos cocidos al natural Carrefour 210 g.,0.63,2 g,95 Kcal,401 KJ,0.5 g,12 g,5.4 g,https://www.carrefour.es/supermercado/garbanzos-cocidos-al-natural-carrefour-210-g/R-VC4AECOMM-551496/p
Carrefour,Boletus y trufa De Nuestra Tierra 150 g.,6.95,14 g,95 Kcal,399 KJ,2.7 g,3.24 g,6.7 g,https://www.carrefour.es/supermercado/boletus-y-trufa-de-nuestra-tierra-150-g/R-VC4AECOMM-264624/p
Carrefour,Fanta de sandía sin azúcares añadidos lata 33 cl.,0.75,0 g,2.0 Kcal,8.0 KJ,0.02 g,0.3 g,0 g,https://www.carrefour.es/supermercado/fanta-de-sandia-sin-azucares-anadidos-lata-33-cl/R-VC4AECOMM-495399/p
Carrefour,Queso emmental en lonchas Carrefour Classic' 200 g.,1.99,30 g,386 Kcal,1603 KJ,1 g,0 g,29 g,https://www.carrefour.es/supermercado/queso-emmental-en-lonchas-carrefour-classic-200-g/R-521030717/p
Carrefour,Chocolate puro para fundir 100 g.,0.55,29 g,515 Kcal,2151 KJ,,56 g,4.4 g,https://www.carrefour.es/supermercado/chocolate-puro-para-fundir-100-g/R-533101621/p
Carrefour,Pudding de proteínas sabor vainilla sin azúcar añadido Nestlé Lindahls 150 g.,1.43,0.2 g,73 Kcal,305 KJ,0.12 g,7.2 g,10 g,https://www.carrefour.es/supermercado/pudding-de-proteinas-sabor-vainilla-sin-azucar-anadido-nestle-lindahls-150-g/R-VC4AECOMM-682879/p
Carrefour,Queso edam en lonchas Carrefour 200 g.,1.39,24 g,312 Kcal,1296 KJ,2 g,0 g,24 g,https://www.carrefour.es/supermercado/queso-edam-en-lonchas-carrefour-200-g/R-521030728/p
Carrefour,Pasta Paccheri Terre d'Italia 500 g.,2.45,1.3 g,356 Kcal,1511 KJ,0.01 g,73 g,12 g,https://www.carrefour.es/supermercado/pasta-paccheri-terre-ditalia-500-g/R-prod720342/p
Carrefour,Cuajada Danone sin gluten pack de 2 unidades de 135 g.,1.50,5.30 g,94 Kcal,393 KJ,0.13 g,6.70 g,4.90 g,https://www.carrefour.es/supermercado/cuajada-danone-sin-gluten-pack-de-2-unidades-de-135-g/R-521029910/p
Carrefour,Leche fermentada desnatada con piña sin azúcar añadido Kaiku sin gluten sin lactosa pack de 4 unidades de 125 g.,2.39,0.1 g,41 Kcal,176 KJ,0.13 g,5.8 g,4.3 g,https://www.carrefour.es/supermercado/leche-fermentada-desnatada-con-pina-sin-azucar-anadido-kaiku-sin-gluten-sin-lactosa-pack-de-4-unidades-de-125-g/R-826601294/p
Carrefour,Gnocchi de patata Carrefour Extra 500 g.,1.09,0.5 g,155 Kcal,658 KJ,1.1 g,34 g,3.7 g,https://www.carrefour.es/supermercado/gnocchi-de-patata-carrefour-extra-500-g/R-prod1090094/p
Carrefour,Avena suave integral Oatibix Weetabix 500 g.,1.99,8 g,370 Kcal,1558 KJ,0.03 g,59 g,11 g,https://www.carrefour.es/supermercado/avena-suave-integral-oatibix-weetabix-500-g/R-801560254/p
Carrefour,Trina de naranja sin gas lata 33 cl.,0.72,0.0 g,34.0 Kcal,142.0 KJ,0.03 g,7.9 g,0.1 g,https://www.carrefour.es/supermercado/trina-de-naranja-sin-gas-lata-33-cl/R-520660612/p
Carrefour,Yogur sabor fresa Carrefour Classic' pack de 4 unidades de 125 g.,0.80,1.9 g,75 Kcal,315 KJ,0.11 g,11.4 g,3 g,https://www.carrefour.es/supermercado/yogur-sabor-fresa-carrefour-classic-pack-de-4-unidades-de-125-g/R-VC4AECOMM-372922/p
Carrefour,Harina de garbanzo Carrefour sin gluten 500 g.,1.99,5.7 g,369 Kcal,1557 KJ,0.05 g,54 g,20 g,https://www.carrefour.es/supermercado/harina-de-garbanzo-carrefour-sin-gluten-500-g/R-prod960041/p
Carrefour,Ensalada enrollados de pollo 300 g,3.49,13 g,208 Kcal,869 KJ,1.0 g,14 g,8.1 g,https://www.carrefour.es/supermercado/ensalada-enrollados-de-pollo-300-g/R-prod160048/p
Carrefour,Preparado de soja para cocinar Classic´ Carrefour pack de 3 unidades de 200 g.,3.15,5 g,68 Kcal,284 KJ,0 g,2 g,3 g,https://www.carrefour.es/supermercado/soja-para-cocinar-classic-carrefour-pack-de-3-unidades-de-200-g/R-VC4AECOMM-308018/p
Carrefour,Bebida de soja calcio sabor vainilla Carrefour sin gluten  brik 1 l.,1.17,1.8 g,62 Kcal,262 KJ,0.1 g,8.2 g,3.3 g,https://www.carrefour.es/supermercado/bebida-de-soja-calcio-sabor-vainilla-carrefour-sin-gluten-brik-1-l/R-823818545/p
Carrefour,Leche infantil de crecimiento 3 desde 12 meses ecológica HiPP  brik  500 g.,14.15,3.4 g,62 Kcal,260 KJ,0.43 g,6 g,1.9 g,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-3-desde-12-meses-ecologica-hipp-brik-500-g/R-741800815/p
Carrefour,Chocolate negro relleno de plátano Carrefour sin gluten 100 g.,0.99,32 g,541 Kcal,2257 KJ,0.15 g,58 g,4.5 g,https://www.carrefour.es/supermercado/chocolate-negro-relleno-de-platano-carrefour-sin-gluten-100-g/R-624066568/p
Carrefour,Tila en bolsitas Ship 25 ud.,1.08,0.0 g,1.0 Kcal,3.0 KJ,0.0 g,0.5 g,0.0 g,https://www.carrefour.es/supermercado/tila-en-bolsitas-ship-25-ud/R-VC4AECOMM-102425/p
Carrefour,Cerveza Alhambra Lager Singular pack 6 botellas de 25 cl.,4.15,0 g,49 Kcal,206 KJ,0 g,4.15 g,0.3 g,https://www.carrefour.es/supermercado/cerveza-alhambra-lager-singular-pack-6-botellas-de-25-cl/R-827510484/p
Carrefour,Cocktail de frutos secos sabor chilli Cocteleo sin gluten 360 g.,3.35,30 g,528 Kcal,2202 KJ,1.5 g,46 g,14 g,https://www.carrefour.es/supermercado/cocktail-de-frutos-secos-sabor-chilli-cocteleo-sin-gluten-360-g/R-fprod1280553/p
Carrefour,Bocados Vegetal estilo Tex Mex Carrefour Sensation sin gluten 180 g.,3.59,6.9 g,187.3 Kcal,787 KJ,1.7 g,1 g,29.9 g,https://www.carrefour.es/supermercado/bocados-vegetal-estilo-tex-mex-carrefour-sensation-sin-gluten-180-g/R-VC4AECOMM-318712/p
Carrefour,Crema de calabaza Classic Carrefour sin gluten 1 l.,1.99,1.8 g,40 Kcal,166 KJ,0.68 g,4.4 g,1 g,https://www.carrefour.es/supermercado/crema-de-calabaza-classic-carrefour-sin-gluten-1-l/R-fprod1350139/p
Carrefour,Yogur griego sabor lima limón Danone Oikos sin gluten pack de 4 unidades de 110 g.,2.79,9.2 g,149 Kcal,623 KJ,0.12 g,13.6 g,3.0 g,https://www.carrefour.es/supermercado/yogur-griego-sabor-lima-limon-danone-oikos-sin-gluten-pack-de-4-unidades-de-110-g/R-VC4AECOMM-576250/p
Carrefour,"Néctar de piña Don Simón Disfruta sin azúcar añadido botella 1,5 l.",2.15,0 g,27 Kcal,114 KJ,0.01 g,6.3 g,0.3 g,https://www.carrefour.es/supermercado/nectar-de-pina-don-simon-disfruta-sin-azucar-anadido-botella-15-l/R-526627322/p
Carrefour,Pasta spaghettini al huevo Gallo Selección 1946 450 g.,1.70,2.7 g,350 Kcal,1484 KJ,0.13 g,67 g,13 g,https://www.carrefour.es/supermercado/pasta-spaghettini-al-huevo-gallo-seleccion-1946-450-g/R-521005688/p
Carrefour,Pan de molde rebanada estilo artesano brioche sabor a mantequilla Bimbo 550 g.,3.39,3.3 g,263 Kcal,1113 KJ,1.2 g,46 g,10 g,https://www.carrefour.es/supermercado/pan-de-molde-rebanada-estilo-artesano-brioche-sabor-a-mantequilla-bimbo-550-g/R-VC4AECOMM-556161/p
Carrefour,Postre lácteo desnatado sabor chocolate protein pudding Danone Yopro 180 g.,1.79,1.8 g,77 Kcal,322 KJ,0.26 g,4.8 g,10.4 g,https://www.carrefour.es/supermercado/postre-lacteo-desnatado-sabor-chocolate-protein-pudding-danone-yopro-180-g/R-VC4AECOMM-016056/p
