vendor,name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas,url
Carrefour,Café cortado espresso macchiato descafeinado en cápsulas Nescafé Dolce Gusto 16 ud.,5.05,16.7 g,413 Kcal,1727 KJ,0.73 g,34.9 g,21.8 g,https://www.carrefour.es/supermercado/cafe-cortado-espresso-macchiato-descafeinado-en-capsulas-nescafe-dolce-gusto-16-ud/R-649601932/p
Carrefour,Tarrito de melocotón y frambuesa desde 6 meses ecológico Smileat sin gluten 130 g.,1.86,1 g,55.6 Kcal,235.7 KJ,0.0063 g,13.3 g,0.6 g,https://www.carrefour.es/supermercado/tarrito-de-melocoton-y-frambuesa-desde-6-meses-ecologico-smileat-sin-gluten-130-g/R-fprod1220099/p
Carrefour,Pasta Tiburones Gallo sin gluten y sin lactosa 450 g.,2.29,2 g,362 Kcal,1534 KJ,0.09 g,78 g,6.2 g,https://www.carrefour.es/supermercado/pasta-tiburones-gallo-sin-gluten-y-sin-lactosa-450-g/R-VC4AECOMM-594206/p
Carrefour,Mayonesa Heinz envase 400 ml.,3.15,70 g,644 Kcal,2650 KJ,1 g,3 g,0.8 g,https://www.carrefour.es/supermercado/mayonesa-heinz-envase-400-ml/R-736814186/p
Carrefour,Chicles sabor hierbabuena 60 minutos Trident 72 g.,3.29,0.4 g,179 Kcal,747 KJ,0.04 g,71 g,0.1 g,https://www.carrefour.es/supermercado/chicles-sabor-hierbabuena-60-minutos-trident-72-g/R-prod740100/p
Carrefour,Regañás con sésamo y aceite de oliva virgen extra Carrefour  250 g.,1.10,4.4 g,390 Kcal,1648 KJ,2.2 g,71 g,14 g,https://www.carrefour.es/supermercado/reganas-con-sesamo-y-aceite-de-oliva-virgen-extra-carrefour-250-g/R-prod930222/p
Carrefour,Camarón cocido pelado procedente de pesca sostenible Carrefour 200 g.,4.69,0.80 g,70 Kcal,290 KJ,1.50 g,0 g,15.00 g,https://www.carrefour.es/supermercado/camaron-cocido-pelado-procedente-de-pesca-sostenible-carrefour-200-g/R-521007493/p
Carrefour,Tomate triturado primera ecológico Carrefour Bio sin gluten 660 g.,2.19,0 g,25 Kcal,104 KJ,0 g,4 g,1 g,https://www.carrefour.es/supermercado/tomate-triturado-primera-ecologico-carrefour-bio-sin-gluten-660-g/R-521005894/p
Carrefour,Chopped pork en lonchas Campofrío sin gluten 105 g.,0.99,12 g,180 Kcal,750 KJ,2.3 g,7 g,11 g,https://www.carrefour.es/supermercado/chopped-pork-en-lonchas-campofrio-sin-gluten-105-g/R-VC4AECOMM-695384/p
Carrefour,Leche desnatada Carrefour brik 1 l.,0.85,0.5 g,35 Kcal,147 KJ,0.13 g,4.8 g,3.2 g,https://www.carrefour.es/supermercado/leche-desnatada-carrefour-brik-1-l/R-521007093/p
Carrefour,Tónica Schweppes pomelo y baya del Nepal botella 20 cl,1.90,0.0 g,34 Kcal,144 KJ,0.01 g,7.9 g,0.0 g,https://www.carrefour.es/supermercado/tonica-schweppes-pomelo-y-baya-del-nepal-botella-20-cl/R-VC4AECOMM-060043/p
Carrefour,Queso en lonchas semicurado Carrefour 200 g.,2.69,30 g,372 Kcal,1544 KJ,2 g,1 g,25 g,https://www.carrefour.es/supermercado/queso-en-lonchas-semicurado-carrefour-200-g/R-521030525/p
Carrefour,Tortitas de arroz integral sabor yogur Vitalday Gullón sin gluten 125 g.,1.82,22 g,488 Kcal,2044 KJ,0.58 g,64 g,7.1 g,https://www.carrefour.es/supermercado/tortitas-de-arroz-integral-sabor-yogur-vitalday-gullon-sin-gluten-125-g/R-VC4AECOMM-449766/p
Carrefour,"Yogur desnatado de manzana & pera, melocotón & mango, fresa & cereza y mora & frambuesa sin azúcar añadido Sveltesse pack 4 unidades de 120 g.",2.09,0.1 g,176 Kcal,41 KJ,0.7 g,6.0 g,4.0 g,https://www.carrefour.es/supermercado/yogur-desnatado-de-manzana-pera-melocoton-mango-fresa-cereza-y-mora-frambuesa-sin-azucar-anadido-sveltesse-pack-4-unidades-de-120-g/R-VC4AECOMM-798997/p
Carrefour,Royal Bliss Ironic lemon lata 25 cl.,0.75,0 g,37 Kcal,156 KJ,0 g,8.8 g,0 g,https://www.carrefour.es/supermercado/royal-bliss-ironic-lemon-lata-25-cl/R-VC4AECOMM-377905/p
Carrefour,Chorizo dulce extra en sarta Melquiades sin gluten y sin lactosa 500 g,7.60,41.2 g,468 Kcal,1939 KJ,3.1 g,0.4 g,24 g,https://www.carrefour.es/supermercado/chorizo-dulce-extra-en-sarta-melquiades-sin-gluten-y-sin-lactosa-500-g/R-VC4AECOMM-612858/p
Carrefour,Pan pepito Panceliac sin gluten y sin lactosa 50 g.,0.82,2.0 g,282.0 Kcal,1181.0 KJ,2.0 g,63.0 g,3.0 g,https://www.carrefour.es/supermercado/pan-pepito-panceliac-sin-gluten-y-sin-lactosa-50-g/R-746105073/p
Carrefour,Caldo natural de pollo bajo en sal Aneto sin gluten y sin lactosa pack de 2 briks de 1 l.,8.25,0.5 g,8 Kcal,35 KJ,0.3 g,0.2 g,0.7 g,https://www.carrefour.es/supermercado/caldo-natural-de-pollo-bajo-en-sal-aneto-sin-gluten-y-sin-lactosa-pack-de-2-briks-de-1-l/R-prod1160119/p
Carrefour,Lomo de cerdo adobado extra en filetes Carrefour 750 g aprox,5.36,5.84 g,128.1 Kcal,537 KJ,1.57 g,0.8 g,18.88 g,https://www.carrefour.es/supermercado/lomo-de-cerdo-adobado-extra-en-filetes-carrefour-750-g-aprox/R-VC4AECOMM-679647/p
Carrefour,Salmorejo con aceite de oliva virgen extra Carrefour pack de 3 unidades de 330 ml.,2.69,4.1 g,63 Kcal,261 KJ,0.5 g,5 g,0.8 g,https://www.carrefour.es/supermercado/salmorejo-con-aceite-de-oliva-virgen-extra-carrefour-pack-de-3-unidades-de-330-ml/R-804974911/p
Carrefour,Galletas de mantequilla con tabletas de chocolate Carrefour Classic 150 g.,1.16,22 g,506 Kcal,2123 KJ,0.75 g,69 g,6.8 g,https://www.carrefour.es/supermercado/galletas-de-mantequilla-con-tabletas-de-chocolate-carrefour-classic-150-g/R-530014419/p
Carrefour,Regañá sabor barbacoa Panceliac sin gluten y sin lactosa 80 g.,1.95,7.0 g,416.0 Kcal,1760.0 KJ,3.0 g,85.0 g,4.0 g,https://www.carrefour.es/supermercado/regana-sabor-barbacoa-panceliac-sin-gluten-y-sin-lactosa-80-g/R-VC4AECOMM-293830/p
Carrefour,Azúcar moreno ecológica Carrefour Bio doy pack 500 g.,2.19,0 g,401.0 Kcal,1706.0 KJ,0 g,100.0 g,0 g,https://www.carrefour.es/supermercado/azucar-moreno-ecologica-carrefour-bio-doy-pack-500-g/R-VC4AECOMM-168513/p
Carrefour,"Queso Edam, Cheddar y Emmenthal tierno en porciones Mini Babybel sin gluten sin lactosa 180 g.",3.99,31 g,371 Kcal,1540 KJ,1.8 g,0.1 g,23 g,https://www.carrefour.es/supermercado/queso-edam-cheddar-y-emmenthal-tierno-en-porciones-mini-babybel-sin-gluten-sin-lactosa-180-g/R-VC4AECOMM-644686/p
Carrefour,Queso de oveja semicurado Classic´ Carrefour cuña 250 g.,3.79,35 g,415 Kcal,1720 KJ,1.8 g,2 g,23 g,https://www.carrefour.es/supermercado/queso-de-oveja-semicurado-classic-carrefour-cuna-250-g/R-VC4AECOMM-104880/p
Carrefour,El Hayedo 2021,5.19,0.1 g,86 Kcal,358 KJ,0.01 g,2.1 g,0.1 g,https://www.carrefour.es/supermercado/vino-tinto-tempranillo-ecologico-el-hayedo-doca-rioja-75-cl/R-VC4AECOMM-526192/p
Carrefour,Espumoso infantil sin alcohol Peppa Pig sin gluten 75 cl.,3.95,0.5 g,14 Kcal,61 KJ,0.023 g,3.6 g,0.5 g,https://www.carrefour.es/supermercado/espumoso-infantil-sin-alcohol-peppa-pig-sin-gluten-75-cl/R-VC4AECOMM-183983/p
Carrefour,Chopped de pavo El Pozo sin gluten 225 g.,2.09,6.5 g,130.5 Kcal,546 KJ,2.2 g,6 g,12 g,https://www.carrefour.es/supermercado/chopped-de-pavo-el-pozo-sin-gluten-225-g/R-VC4AECOMM-710616/p
Carrefour,Chupa Chups sabor a fresa y nata lata 345 ml.,2.09,0 g,49 Kcal,206 KJ,0.01 g,12.2 g,1 g,https://www.carrefour.es/supermercado/chupa-chups-sabor-a-fresa-y-nata-lata-345-ml/R-VC4AECOMM-690627/p
Carrefour,Mojama de Atún Carrefour El Mercado 70 g,4.95,2.8 g,199 Kcal,843 KJ,6.6 g,0.8 g,43 g,https://www.carrefour.es/supermercado/mojama-de-atun-carrefour-el-mercado-70-g/R-VC4AECOMM-119956/p
Carrefour,Tarta helada chesecake Oreo 350 g.,7.99,24 g,380 Kcal,1582 KJ,0.54 g,34 g,4.7 g,https://www.carrefour.es/supermercado/tarta-helada-chesecake-oreo-350-g/R-807810969/p
Carrefour,Salmón ahumado noruego marinado Carrefour Extra 100 g.,4.39,14 g,223 Kcal,929 KJ,2.9 g,2.2 g,22 g,https://www.carrefour.es/supermercado/salmon-ahumado-noruego-marinado-carrefour-extra-100-g/R-521016506/p
Carrefour,Barritas de pan crujientes de Pipas Velarte 80 g.,0.99,30 g,518 Kcal,2164 KJ,2 g,50 g,11 g,https://www.carrefour.es/supermercado/barritas-de-pan-crujientes-de-pipas-velarte-80-g/R-638701989/p
Carrefour,Natilla de chocolate alta en proteínas Valio Profeel Protein  sin lactosa 180 g.,1.80,1.5 g,82 Kcal,354 KJ,0.2 g,6.0 g,11 g,https://www.carrefour.es/supermercado/natilla-de-chocolate-alta-en-proteinas-valio-profeel-protein-sin-lactosa-180-g/R-fprod1460473/p
Carrefour,Bocadillo veleño Gourmet Latino 950 g.,4.99,0.1 g,354 Kcal,1482 KJ,0.00 g,87.9 g,0.4 g,https://www.carrefour.es/supermercado/bocadillo-veleno-gourmet-latino-950-g/R-590507626/p
Carrefour,Ensalada rusa Carrefour 250 g.,2.15,17.5 g,233.0 Kcal,968.0 KJ,1.5 g,6.0 g,12.2 g,https://www.carrefour.es/supermercado/ensalada-rusa-carrefour-250-g/R-521029280/p
Carrefour,Dominio De Tares Colección Barricas Tinto 2019,13.00,0.1 g,88.0 Kcal,364.0 KJ,0.003 g,2.7 g,0.2 g,https://www.carrefour.es/supermercado/vino-tinto-barrica-mencia-dominio-de-tares-do-bierzo-75-cl/R-VC4AECOMM-319824/p
Carrefour,Mantequilla tradicional Central Lechera Asturiana 500 g.,6.39,82 g,742 Kcal,3051 KJ,0.03 g,0.4 g,0.6 g,https://www.carrefour.es/supermercado/mantequilla-tradicional-central-lechera-asturiana-500-g/R-521030135/p
Carrefour,Chicle de fresa MaxiRoll Boomer 56 g.,2.79,0 g,0 Kcal,0 KJ,0 g,0 g,0 g,https://www.carrefour.es/supermercado/chicle-de-fresa-maxiroll-boomer-56-g/R-521004790/p
Carrefour,Coulant de chocolate Extra Carrefour 180 g.,2.39,33 g,443 Kcal,1838 KJ,0.2 g,27 g,7.5 g,https://www.carrefour.es/supermercado/coulant-de-chocolate-extra-carrefour-180-g/R-VC4AECOMM-453965/p
Carrefour,Salsa bull Selection Carrefour  y Lord Dani sin gluten 170 g.,3.99,64 g,600 Kcal,2469 KJ,1.8 g,1.5 g,3.9 g,https://www.carrefour.es/supermercado/salsa-bull-selection-carrefour-y-lord-dani-sin-gluten-170-g/R-VC4AECOMM-300379/p
Carrefour,Chocolate con leche relleno de cremoso con galleta Nestlé Extrafino Tostarica 84 g.,1.22,32.1 g,549.0 Kcal,2293.0 KJ,0.23 g,58.9 g,5.1 g,https://www.carrefour.es/supermercado/chocolate-con-leche-relleno-de-cremoso-con-galleta-nestle-extrafino-tostarica-84-g/R-VC4AECOMM-254878/p
Carrefour,Chocolate negro 90% Carrefour Selección 80 g.,2.15,58 g,648 Kcal,2713 KJ,0.03 g,18 g,9.6 g,https://www.carrefour.es/supermercado/chocolate-negro-90-carrefour-seleccion-80-g/R-835852743/p
Carrefour,Yogur stracciatella Nestlé - Sveltesse pack de 4 unidades de 125 g.,2.79,0.9 g,76 Kcal,320 KJ,0.17 g,12.6 g,4.2 g,https://www.carrefour.es/supermercado/yogur-stracciatella-nestle-sveltesse-pack-de-4-unidades-de-125-g/R-522714324/p
Carrefour,Paté con jabalí Carrefour 180 g.,2.59,36 g,381 Kcal,1573 KJ,1.5 g,1.6 g,11.00 g,https://www.carrefour.es/supermercado/pate-con-jabali-carrefour-180-g/R-521012781/p
Carrefour,Batido de chocolate zero sin azúcar añadido Puleva sin gluten pack de 6 briks de 200 ml.,2.99,1.3 g,44 Kcal,184 KJ,0.18 g,4.7 g,3.3 g,https://www.carrefour.es/supermercado/batido-de-chocolate-zero-sin-azucar-anadido-puleva-sin-gluten-pack-de-6-briks-de-200-ml/R-VC4AECOMM-453710/p
Carrefour,Galletas campurrianas con trocitos de chocolate sin azúcar añadido Cuétara 200 g.,3.09,19 g,426 Kcal,1780 KJ,0.68 g,64 g,5.5 g,https://www.carrefour.es/supermercado/galletas-campurrianas-con-trocitos-de-chocolate-sin-azucar-anadido-cuetara-200-g/R-VC4AECOMM-026030/p
Carrefour,Chocolate negro 72% cacao mini tableta Carrefour Selección 200 g.,2.35,46.0 g,598.0 Kcal,2481.0 KJ,0.02 g,33.0 g,8.0 g,https://www.carrefour.es/supermercado/chocolate-negro-72-cacao-mini-tableta-carrefour-seleccion-200-g/R-fprod1320118/p
Carrefour,Edulcorante Stevia granulado en sobres Natreen 50 ud.,3.89,0 g,6 Kcal,24 KJ,0 g,97 g,0.9 g,https://www.carrefour.es/supermercado/edulcorante-stevia-granulado-en-sobres-natreen-50-ud/R-685202468/p
Carrefour,Galleta rellena de crema Lotus Biscoff 150 g.,1.95,26.0 g,522.0 Kcal,2185.0 KJ,0.81 g,66.0 g,4.6 g,https://www.carrefour.es/supermercado/galleta-rellena-de-crema-lotus-biscoff-150-g/R-VC4AECOMM-611112/p
Carrefour,Paco & Lola Blanco 2022,15.29,0.10 g,79 Kcal,329 KJ,0.01 g,1.80 g,0.30 g,https://www.carrefour.es/supermercado/vino-blanco-albarino-paco-lola-do-rias-baixas-75-cl/R-738634391/p
Carrefour,Chocolate negro con frambuesas y rosas Pancracio sin gluten 100 g.,3.95,41 g,584 Kcal,2429 KJ,0.01 g,45 g,6.8 g,https://www.carrefour.es/supermercado/chocolate-negro-con-frambuesas-y-rosas-pancracio-sin-gluten-100-g/R-fprod1410123/p
Carrefour,Ensaladilla rusa 300 g,2.70,14 g,179 Kcal,741 KJ,1.2 g,7.8 g,4.8 g,https://www.carrefour.es/supermercado/ensaladilla-rusa-300-g/R-VC4AECOMM-552682/p
Carrefour,Pechuga de pollo corte extrafino Roler 320 g,4.89,1 g,104 Kcal,442 KJ,0.21 g,0.9 g,23 g,https://www.carrefour.es/supermercado/pechuga-de-pollo-corte-extrafino-roler-320-g/R-711907656/p
Carrefour,Huevo de chocolate Lacasitos sin gluten 23 g.,1.35,29.3 g,533 Kcal,2231 KJ,0.3 g,61 g,5.9 g,https://www.carrefour.es/supermercado/huevo-de-chocolate-lacasitos-sin-gluten-23-g/R-prod590003/p
Carrefour,Caracoles precocinados ultracongelados 450 g,3.95,10 g,55 Kcal,233 KJ,0.22 g,2.4 g,8.9 g,https://www.carrefour.es/supermercado/caracoles-precocinados-ultracongelados-450-g/R-VC4AECOMM-474909/p
Carrefour,Bonito del norte en aceite de oliva Consorcio 82 g.,2.85,10.0 g,202.0 Kcal,846.0 KJ,1.4 g,0.0 g,28.0 g,https://www.carrefour.es/supermercado/bonito-del-norte-en-aceite-de-oliva-consorcio-82-g/R-618801595/p
Carrefour,Mini bombón helado Gold Caramel Billionaire Double Magnum 6 ud.,6.19,19 g,343 Kcal,1435 KJ,0.32 g,39 g,4.7 g,https://www.carrefour.es/supermercado/mini-bombon-helado-gold-caramel-billionaire-double-magnum-6-ud/R-VC4AECOMM-632103/p
Carrefour,Yogur natural Carrefour Classic' pack de 4 unidades de 125 g.,0.88,3 g,61 Kcal,254 KJ,0.12 g,4.9 g,3.5 g,https://www.carrefour.es/supermercado/yogur-natural-carrefour-classic-pack-de-4-unidades-de-125-g/R-VC4AECOMM-737854/p
Carrefour,Mayonesa Ybarra sin gluten y sin lactosa tarro 750 ml.,4.05,71 g,660 Kcal,2718 KJ,1.2 g,3.3 g,0.8 g,https://www.carrefour.es/supermercado/mayonesa-ybarra-sin-gluten-y-sin-lactosa-tarro-750-ml/R-590201803/p
Carrefour,Queso fresco desnatado Burgo de Arias pack de 3 unidades de 72 g.,2.99,0 g,58.0 Kcal,248.0 KJ,0.89 g,3.6 g,11.0 g,https://www.carrefour.es/supermercado/queso-fresco-desnatado-burgo-de-arias-pack-de-3-unidades-de-72-g/R-521030573/p
Carrefour,Helado de vainilla sin azúcar añadido Carrefour sin gluten 500 ml.,3.49,7 g,149 Kcal,621 KJ,0.18 g,25 g,3.9 g,https://www.carrefour.es/supermercado/helado-de-vainilla-sin-azucar-anadido-carrefour-sin-gluten-500-ml/R-fprod1470252/p
Carrefour,Surtido de helados Fruit Collection Häagen-Dazs sin gluten 4 ud.,7.49,16.1 g,245 Kcal,1024 KJ,0.17 g,20.7 g,4.0 g,https://www.carrefour.es/supermercado/surtido-de-helados-fruit-collection-haagen-dazs-sin-gluten-4-ud/R-VC4AECOMM-463698/p
Carrefour,Pain raisin 110 g,0.85,12 g,323 Kcal,1356 KJ,0.79 g,46 g,6.4 g,https://www.carrefour.es/supermercado/pain-raisin-110-g/R-prod840053/p
Carrefour,Cerveza Mahou Mixta Shandy con limón lata 33 cl.,0.88,0 g,29 Kcal,124 KJ,0.02 g,6 g,0 g,https://www.carrefour.es/supermercado/cerveza-mahou-mixta-shandy-con-limon-lata-33-cl/R-520661358/p
Carrefour,Hummus Ras-El-Hanout Taverna 200 g.,2.69,30.1 g,334.0 Kcal,1396.0 KJ,1.5 g,7.0 g,6.6 g,https://www.carrefour.es/supermercado/hummus-ras-el-hanout-taverna-200-g/R-VC4AECOMM-242684/p
